resume,job_description,role,matched_skills,label,match_level
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
Fresher

Technical Skills:
Python, Deep Learning, LLM, Transformers, FastAPI

Soft Skills:
Critical Thinking, Problem Solving

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
Python, Deep Learning, LLM, Transformers, Computer Vision, FastAPI, TensorFlow

Preferred Soft Skills:
Critical Thinking, Time Management

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"Python, Deep Learning, LLM, Transformers",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Engineering

Experience:
2 years experience

Technical Skills:
CI/CD, Docker, AWS, DevOps, Terraform, Linux, Kubernetes

Soft Skills:
Critical Thinking, Teamwork

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
CI/CD, Docker, AWS, DevOps, Terraform, Linux, Kubernetes

Preferred Soft Skills:
Critical Thinking, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"CI/CD, Docker, AWS, DevOps, Terraform, Linux, Kubernetes",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
3 years experience

Technical Skills:
AWS, Python, Docker, Networking, CI/CD, Kubernetes, DevOps

Soft Skills:
Time Management, Teamwork

Completed several projects related to Cloud Engineer.","We are hiring a Software Engineer.

Required Skills:
Debugging, Algorithms, Testing, C++, Python, Java, Data Structures

Preferred Soft Skills:
Problem Solving, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Data Science

Experience:
3 years experience

Technical Skills:
MongoDB, React, JavaScript, HTML, Git, REST API, CSS

Soft Skills:
Problem Solving, Time Management

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
MongoDB, React, JavaScript, HTML, Git, REST API, CSS

Preferred Soft Skills:
Leadership, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"MongoDB, React, JavaScript, HTML, Git, REST API, CSS",2,Strong Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Computer Science

Experience:
2 years experience

Technical Skills:
HTML, CSS, Bootstrap, REST API, MongoDB

Soft Skills:
Communication, Leadership

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
HTML, CSS, Bootstrap, REST API, React, Express, Node.js

Preferred Soft Skills:
Communication, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"HTML, CSS, Bootstrap, REST API",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
SQL, Tableau, Python, Reporting, Pandas, Statistics, Excel

Soft Skills:
Time Management, Leadership

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
SQL, Tableau, Python, Reporting, Pandas, Statistics, Excel

Preferred Soft Skills:
Critical Thinking, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"SQL, Tableau, Python, Reporting, Pandas, Statistics, Excel",2,Strong Match
"Candidate applying for Data Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
2 years experience

Technical Skills:
Tableau, Statistics, Data Cleaning, Reporting, Business Intelligence, Pandas, SQL

Soft Skills:
Problem Solving, Analytical Thinking

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Tableau, Statistics, Data Cleaning, Reporting, Business Intelligence, Pandas, SQL

Preferred Soft Skills:
Teamwork, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Tableau, Statistics, Data Cleaning, Reporting, Business Intelligence, Pandas, SQL",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Java, Python, Debugging, Algorithms, Data Structures

Soft Skills:
Problem Solving, Leadership

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Java, Python, Debugging, Algorithms, Data Structures, OOP, C++

Preferred Soft Skills:
Critical Thinking, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Java, Python, Debugging, Algorithms",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
Fresher

Technical Skills:
Azure, DevOps, AWS, Networking, Kubernetes, Terraform, Docker

Soft Skills:
Leadership, Critical Thinking

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Azure, DevOps, AWS, Networking, Kubernetes, Terraform, Docker

Preferred Soft Skills:
Teamwork, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Azure, DevOps, AWS, Networking, Kubernetes, Terraform, Docker",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
Python, Scikit-learn, Statistics, NumPy, SQL

Soft Skills:
Leadership, Problem Solving

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Python, Scikit-learn, Statistics, NumPy, Data Visualization, TensorFlow, Machine Learning

Preferred Soft Skills:
Problem Solving, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Python, Scikit-learn, Statistics, NumPy",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
6 months internship

Technical Skills:
Azure, DevOps, Docker, Python, Networking

Soft Skills:
Time Management, Leadership

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Azure, DevOps, Docker, Python, Terraform, Kubernetes, AWS

Preferred Soft Skills:
Time Management, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Azure, DevOps, Docker, Python",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
PyTorch, Deep Learning, NLP, Python, FastAPI, LLM, TensorFlow

Soft Skills:
Communication, Leadership

Completed several projects related to AI Engineer.","We are hiring a Data Scientist.

Required Skills:
Python, Data Visualization, NumPy, Scikit-learn, Machine Learning, Deep Learning, Pandas

Preferred Soft Skills:
Problem Solving, Communication

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for AI Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
LLM, PyTorch, FastAPI, Computer Vision, TensorFlow, Python, Docker

Soft Skills:
Communication, Analytical Thinking

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
LLM, PyTorch, FastAPI, Computer Vision, TensorFlow, Python, Docker

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"LLM, PyTorch, FastAPI, Computer Vision, TensorFlow, Python, Docker",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
1 year experience

Technical Skills:
AWS, Linux, Python, Docker, Terraform, Kubernetes, CI/CD

Soft Skills:
Communication, Critical Thinking

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
AWS, Linux, Python, Docker, Terraform, Kubernetes, CI/CD

Preferred Soft Skills:
Leadership, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"AWS, Linux, Python, Docker, Terraform, Kubernetes, CI/CD",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
3 years experience

Technical Skills:
Debugging, OOP, Testing, Java, REST API, Git, Python

Soft Skills:
Problem Solving, Critical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Debugging, OOP, Testing, Java, REST API, Git, Python

Preferred Soft Skills:
Time Management, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Debugging, OOP, Testing, Java, REST API, Git, Python",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
Python, Algorithms, OOP, REST API, Git

Soft Skills:
Leadership, Problem Solving

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Python, Algorithms, OOP, REST API, C++, Testing, Data Structures

Preferred Soft Skills:
Teamwork, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Python, Algorithms, OOP, REST API",1,Medium Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Git, REST API, C++, Python, OOP, Algorithms, Java

Soft Skills:
Leadership, Critical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Git, REST API, C++, Python, OOP, Algorithms, Java

Preferred Soft Skills:
Communication, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Git, REST API, C++, Python, OOP, Algorithms, Java",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
1 year experience

Technical Skills:
AWS, Terraform, Azure, Python, DevOps, Linux, Kubernetes

Soft Skills:
Critical Thinking, Teamwork

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
AWS, Terraform, Azure, Python, DevOps, Linux, Kubernetes

Preferred Soft Skills:
Critical Thinking, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"AWS, Terraform, Azure, Python, DevOps, Linux, Kubernetes",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
3 years experience

Technical Skills:
SIEM, Linux, Risk Assessment, Firewall, Incident Response, Python, Network Security

Soft Skills:
Leadership, Critical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Data Analyst.

Required Skills:
Reporting, Excel, Python, Data Cleaning, Tableau, Statistics, Business Intelligence

Preferred Soft Skills:
Problem Solving, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Data Science

Experience:
Fresher

Technical Skills:
Penetration Testing, Firewall, Ethical Hacking, Network Security, SIEM, Linux, Risk Assessment

Soft Skills:
Problem Solving, Leadership

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Penetration Testing, Firewall, Ethical Hacking, Network Security, SIEM, Linux, Risk Assessment

Preferred Soft Skills:
Communication, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Penetration Testing, Firewall, Ethical Hacking, Network Security, SIEM, Linux, Risk Assessment",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Data Science

Experience:
Fresher

Technical Skills:
Testing, Debugging, Algorithms, Java, Git, Python, Data Structures

Soft Skills:
Problem Solving, Time Management

Completed several projects related to Software Engineer.","We are hiring a Data Analyst.

Required Skills:
Python, Pandas, Business Intelligence, Data Cleaning, Reporting, Statistics, Tableau

Preferred Soft Skills:
Communication, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
3 years experience

Technical Skills:
Data Structures, OOP, Debugging, Python, Git, Testing, Java

Soft Skills:
Critical Thinking, Analytical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Data Structures, OOP, Debugging, Python, Git, Testing, Java

Preferred Soft Skills:
Problem Solving, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Data Structures, OOP, Debugging, Python, Git, Testing, Java",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
Fresher

Technical Skills:
Cryptography, Firewall, Linux, Incident Response, Risk Assessment

Soft Skills:
Leadership, Teamwork

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Cryptography, Firewall, Linux, Incident Response, SIEM, Python, Network Security

Preferred Soft Skills:
Leadership, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Cryptography, Firewall, Linux, Incident Response",1,Medium Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Engineering

Experience:
Fresher

Technical Skills:
SIEM, Linux, Incident Response, Python, Ethical Hacking

Soft Skills:
Problem Solving, Leadership

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
SIEM, Linux, Incident Response, Python, Penetration Testing, Network Security, Ethical Hacking

Preferred Soft Skills:
Analytical Thinking, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"SIEM, Linux, Incident Response, Python",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Engineering

Experience:
2 years experience

Technical Skills:
Python, Pandas, Business Intelligence, Excel, Tableau, Statistics, Data Cleaning

Soft Skills:
Teamwork, Communication

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Python, Pandas, Business Intelligence, Excel, Tableau, Statistics, Data Cleaning

Preferred Soft Skills:
Time Management, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Python, Pandas, Business Intelligence, Excel, Tableau, Statistics, Data Cleaning",2,Strong Match
"Candidate applying for Data Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
3 years experience

Technical Skills:
Tableau, Reporting, Business Intelligence, Power BI, Python

Soft Skills:
Time Management, Problem Solving

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Tableau, Reporting, Business Intelligence, Power BI, SQL, Data Cleaning, Statistics

Preferred Soft Skills:
Communication, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Tableau, Reporting, Business Intelligence, Power BI",1,Medium Match
"Candidate applying for Cybersecurity Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
Fresher

Technical Skills:
Penetration Testing, Ethical Hacking, Python, Network Security, Risk Assessment

Soft Skills:
Analytical Thinking, Communication

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Penetration Testing, Ethical Hacking, Python, Network Security, SIEM, Firewall, Incident Response

Preferred Soft Skills:
Communication, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, Python, Network Security",1,Medium Match
"Candidate applying for Software Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
Fresher

Technical Skills:
Debugging, Git, Java, Algorithms, Python, OOP, Testing

Soft Skills:
Leadership, Teamwork

Completed several projects related to Software Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Networking, Azure, Kubernetes, Terraform, Linux, Python, AWS

Preferred Soft Skills:
Communication, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,,0,Weak Match
"Candidate applying for Data Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
Power BI, Excel, Business Intelligence, Statistics, Tableau, Data Cleaning, Python

Soft Skills:
Communication, Analytical Thinking

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Power BI, Excel, Business Intelligence, Statistics, Tableau, Data Cleaning, Python

Preferred Soft Skills:
Leadership, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Power BI, Excel, Business Intelligence, Statistics, Tableau, Data Cleaning, Python",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
Ethical Hacking, SIEM, Python, Incident Response, Network Security

Soft Skills:
Teamwork, Analytical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Ethical Hacking, SIEM, Python, Incident Response, Network Security, Cryptography, Risk Assessment

Preferred Soft Skills:
Analytical Thinking, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Ethical Hacking, SIEM, Python, Incident Response",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
Fresher

Technical Skills:
DevOps, Docker, Terraform, CI/CD, Azure

Soft Skills:
Critical Thinking, Analytical Thinking

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
DevOps, Docker, Terraform, CI/CD, Azure, AWS, Python

Preferred Soft Skills:
Teamwork, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"DevOps, Docker, Terraform, CI/CD",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
3 years experience

Technical Skills:
LLM, Python, Deep Learning, FastAPI, Docker

Soft Skills:
Time Management, Teamwork

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
LLM, Python, Deep Learning, FastAPI, Docker, NLP, Transformers

Preferred Soft Skills:
Leadership, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"LLM, Python, Deep Learning, FastAPI",1,Medium Match
"Candidate applying for Web Developer.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
REST API, Node.js, JavaScript, Bootstrap, MongoDB, React, Git

Soft Skills:
Critical Thinking, Time Management

Completed several projects related to Web Developer.","We are hiring a Data Scientist.

Required Skills:
Data Visualization, Deep Learning, Python, Scikit-learn, Pandas, Machine Learning, SQL

Preferred Soft Skills:
Leadership, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
6 months internship

Technical Skills:
REST API, Data Structures, OOP, Git, Testing, Java, Debugging

Soft Skills:
Time Management, Critical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
REST API, Data Structures, OOP, Git, Testing, Java, Debugging

Preferred Soft Skills:
Time Management, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"REST API, Data Structures, OOP, Git, Testing, Java, Debugging",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
CI/CD, Terraform, Networking, Azure, Kubernetes, Linux, Python

Soft Skills:
Communication, Teamwork

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
CI/CD, Terraform, Networking, Azure, Kubernetes, Linux, Python

Preferred Soft Skills:
Analytical Thinking, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"CI/CD, Terraform, Networking, Azure, Kubernetes, Linux, Python",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
3 years experience

Technical Skills:
Testing, REST API, OOP, Algorithms, Java

Soft Skills:
Teamwork, Analytical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Testing, REST API, OOP, Algorithms, C++, Git, Python

Preferred Soft Skills:
Teamwork, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Testing, REST API, OOP, Algorithms",1,Medium Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Engineering

Experience:
Fresher

Technical Skills:
Java, Python, Data Structures, Debugging, Algorithms

Soft Skills:
Teamwork, Problem Solving

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Java, Python, Data Structures, Debugging, Git, Algorithms, REST API

Preferred Soft Skills:
Teamwork, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Java, Python, Data Structures, Debugging",1,Medium Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
NumPy, Python, Scikit-learn, Machine Learning, TensorFlow, Pandas, Deep Learning

Soft Skills:
Communication, Time Management

Completed several projects related to Data Scientist.","We are hiring a Cybersecurity Analyst.

Required Skills:
SIEM, Cryptography, Linux, Penetration Testing, Python, Firewall, Risk Assessment

Preferred Soft Skills:
Problem Solving, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
3 years experience

Technical Skills:
Python, Data Visualization, SQL, Machine Learning, Statistics, Scikit-learn, Pandas

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Data Scientist.","We are hiring a Software Engineer.

Required Skills:
C++, Testing, OOP, Git, Debugging, Data Structures, REST API

Preferred Soft Skills:
Critical Thinking, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Engineering

Experience:
Fresher

Technical Skills:
HTML, JavaScript, React, MongoDB, Node.js

Soft Skills:
Problem Solving, Critical Thinking

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
HTML, JavaScript, React, MongoDB, Express, CSS, Git

Preferred Soft Skills:
Problem Solving, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"HTML, JavaScript, React, MongoDB",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Docker, CI/CD, Python, Linux, AWS, Networking, DevOps

Soft Skills:
Leadership, Time Management

Completed several projects related to Cloud Engineer.","We are hiring a AI Engineer.

Required Skills:
Python, NLP, FastAPI, Transformers, LLM, TensorFlow, PyTorch

Preferred Soft Skills:
Problem Solving, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
2 years experience

Technical Skills:
Ethical Hacking, Cryptography, Penetration Testing, Linux, Firewall

Soft Skills:
Teamwork, Critical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Ethical Hacking, Cryptography, Penetration Testing, Linux, Python, Incident Response, SIEM

Preferred Soft Skills:
Problem Solving, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Ethical Hacking, Cryptography, Penetration Testing, Linux",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
6 months internship

Technical Skills:
CI/CD, Networking, Kubernetes, Terraform, Docker, Azure, Python

Soft Skills:
Problem Solving, Teamwork

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
CI/CD, Networking, Kubernetes, Terraform, Docker, Azure, Python

Preferred Soft Skills:
Communication, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"CI/CD, Networking, Kubernetes, Terraform, Docker, Azure, Python",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Data Science

Experience:
Fresher

Technical Skills:
Kubernetes, Linux, CI/CD, Docker, Terraform, Networking, AWS

Soft Skills:
Critical Thinking, Leadership

Completed several projects related to Cloud Engineer.","We are hiring a Cybersecurity Analyst.

Required Skills:
Cryptography, SIEM, Risk Assessment, Penetration Testing, Network Security, Ethical Hacking, Python

Preferred Soft Skills:
Problem Solving, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Data Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
2 years experience

Technical Skills:
Business Intelligence, Power BI, Data Cleaning, Statistics, Excel, Pandas, Reporting

Soft Skills:
Time Management, Communication

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Business Intelligence, Power BI, Data Cleaning, Statistics, Excel, Pandas, Reporting

Preferred Soft Skills:
Teamwork, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Business Intelligence, Power BI, Data Cleaning, Statistics, Excel, Pandas, Reporting",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Data Science

Experience:
2 years experience

Technical Skills:
Scikit-learn, NumPy, Python, TensorFlow, Machine Learning, SQL, Deep Learning

Soft Skills:
Teamwork, Time Management

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Scikit-learn, NumPy, Python, TensorFlow, Machine Learning, SQL, Deep Learning

Preferred Soft Skills:
Time Management, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Scikit-learn, NumPy, Python, TensorFlow, Machine Learning, SQL, Deep Learning",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
Pandas, NumPy, Statistics, Deep Learning, Data Visualization, TensorFlow, SQL

Soft Skills:
Communication, Analytical Thinking

Completed several projects related to Data Scientist.","We are hiring a AI Engineer.

Required Skills:
Docker, NLP, Transformers, PyTorch, Deep Learning, TensorFlow, Computer Vision

Preferred Soft Skills:
Problem Solving, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Data Science

Experience:
2 years experience

Technical Skills:
Java, OOP, Testing, Python, Git, Data Structures, Algorithms

Soft Skills:
Communication, Critical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Java, OOP, Testing, Python, Git, Data Structures, Algorithms

Preferred Soft Skills:
Analytical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Java, OOP, Testing, Python, Git, Data Structures, Algorithms",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Engineering

Experience:
3 years experience

Technical Skills:
Cryptography, Incident Response, SIEM, Linux, Ethical Hacking

Soft Skills:
Time Management, Analytical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Cryptography, Incident Response, SIEM, Linux, Python, Ethical Hacking, Risk Assessment

Preferred Soft Skills:
Leadership, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Cryptography, Incident Response, SIEM, Linux",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Data Science

Experience:
3 years experience

Technical Skills:
FastAPI, Docker, NLP, Python, PyTorch, TensorFlow, Transformers

Soft Skills:
Analytical Thinking, Teamwork

Completed several projects related to AI Engineer.","We are hiring a Cloud Engineer.

Required Skills:
AWS, Kubernetes, Networking, CI/CD, Python, DevOps, Terraform

Preferred Soft Skills:
Critical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
2 years experience

Technical Skills:
Python, NumPy, Machine Learning, TensorFlow, Deep Learning, Scikit-learn, SQL

Soft Skills:
Critical Thinking, Analytical Thinking

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Python, NumPy, Machine Learning, TensorFlow, Deep Learning, Scikit-learn, SQL

Preferred Soft Skills:
Critical Thinking, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Python, NumPy, Machine Learning, TensorFlow, Deep Learning, Scikit-learn, SQL",2,Strong Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Information Technology

Experience:
1 year experience

Technical Skills:
HTML, Bootstrap, MongoDB, Git, React, Express, CSS

Soft Skills:
Communication, Analytical Thinking

Completed several projects related to Web Developer.","We are hiring a Data Scientist.

Required Skills:
Python, Scikit-learn, Machine Learning, SQL, Deep Learning, NumPy, TensorFlow

Preferred Soft Skills:
Problem Solving, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,,0,Weak Match
